"approval","aprovação"
"approve","aprovar"
"apt","apt"
"aptly","apropriadamente"
"aptitude","aptidão"
"ardent","ardente"
"ardently","ardentemente"
"ardor","ardor"
"aristocratic","aristocrática"
"arousal","excitação"
"arouse","despertar"
"arousing","despertando"
"arresting","prendendo"
"articulate","articular"
"ascendant","ascendente"
"ascendant","ascendente"
"ascertainable","determinável"
"ascertainable","determinável"
"aspiration","aspiração"
"aspirations","aspirações"
"aspirations","aspirações"
"aspire","aspire"
"assent","assentimento"
"assertions","asserções"
"assertions","asserções"
"assertive","assertivo"
"asset","ativo"
"assiduous","assídua"
"assiduously","assiduamente"
"assuage","aplacar"
"assurance","garantia"
"assurance","garantia"
"assurances","garantias"
"assurances","garantias"
"assure","assegurar"
"assuredly","seguramente"
"astonish","surpreender"
"astonished","atônito"
"astonishing","surpreendente"
"astonishing","surpreendente"
"astonishingly","espantosamente"
"astonishment","assombro"
"astound","surpreendê"
"astounded","estupefacto"
"astounding","surpreendente"
"astounding","surpreendente"
"astounding","surpreendente"
"astoundingly","espantosamente"
"astute","astuto"
"astutely","astutamente"
"asylum","asilo"
"asylum","asilo"
"attain","atingir"
"attainable","atingível"
"attentive","atencioso"
"attest","atestar"
"attraction","atração"
"attraction","atração"
"attractive","atraente"
"attractive","atraente"
"attractively","atraente"
"attune","sintonizar"
"auspicious","auspicioso"
"authentic","autêntico"
"authoritative","autoritária"
"award","prêmio"
"award","prêmio"
"autonomous","autônoma"
"aver","aver"
"avid","ávido"
"avidly","avidamente"
"awe","awe"
"awe","awe"
"awed","reverente"
"awesome","incrível"
"awesome","incrível"
"awesomely","impressionante"
"awesomeness","grandiosidade"
"awestruck","aterrado"
"back","de volta"
"backbone","backbone"
"balanced","equilibrada"
"bargain","barganha"
"bargain","barganha"
"basic","básico"
"bask","aquecer"
"beacon","beacon"
"beatify","beatificar"
"beauteous","bela"
"beautiful","bela"
"beautiful","bela"
"beautifully","lindamente"
"beautify","embelezar"
"beauty","beleza"
"befit","convir"
"befitting","condizente"
"befriend","amizade"
"believable","crível"
"beloved","amado"
"benefactor","benfeitor"
"beneficial","benéfico"
"beneficent","beneficente"
"beneficial","benéfico"
"beneficially","beneficamente"
"beneficiary","beneficiário"
"beneficiary","beneficiário"
"benefit","benefício"
"benefit","benefício"
"benefits","benefícios"
"benefits","benefícios"
"benevolence","benevolência"
"benevolent","benevolente"
"benign","benigno"
"best","o melhor"
"best-known","mais conhecido"
"best-performing","com melhor desempenho"
"best-selling","best-seller"
"better","melhor"
"better","melhor"
"better-known","mais conhecidas"
"better-than-expected","melhor do que o esperado"
"blameless","irrepreensível"
"bless","abençoe"
"blessing","bênção"
"blessing","bênção"
"bliss","bem-aventurança"
"blissful","bem-aventurado"
"blissfully","alegremente"
"blithe","blithe"
"bloom","bloom"
"blossom","flor"
"boast","ostentação"
"bold","negrito"
"boldly","corajosamente"
"boldness","ousadia"
"bolster","reforçar"
"bonny","bonny"
"bonus","bônus"
"boom","crescimento"
"booming","florescente"
"boost","boost"
"boost","boost"
"boundless","sem limites"
"bountiful","abundante"
"brains","cérebros"
"brains","cérebros"
"brainy","inteligente"
"brave","valente"
"brave","valente"
"bravery","bravura"
"bravery","bravura"
"breakthrough","avanço"
"breakthrough","avanço"
"breakthroughs","avanços"
"breakthroughs","avanços"
"breathlessness","falta de ar"
"breathlessness","falta de ar"
"breathtaking","de tirar o fôlego"
"breathtakingly","de tirar o fôlego"
"bright","brilhante"
"brighten","iluminar"
"brightness","brilho"
"brilliance","brilho"
"brilliant","brilhante"
"brilliant","brilhante"
"brilliantly","brilhantemente"
"brisk","vivo"
"broad","ampla"
"brook","ribeiro"
"brotherly","fraternal"
"bull","touro"
"bull","touro"
"bullish","bullish"
"bullish","bullish"
"buoyant","flutuante"
"calm","calma"
"calm","calma"
"calming","calmante"
"calmness","calma"
"candid","candid"
"candor","candor"
"capable","capaz"
"capability","capacidade"
"capably","competentemente"
"capitalize","capitalizar"
"captivate","cativar"
"captivating","cativante"
"captivation","captivation"
"care","cuidados"
"carefree","despreocupado"
"careful","cuidadoso"
"catalyst","catalisador"
"catalyst","catalisador"
"catchy","catchy"
"celebrate","celebrar"
"celebrated","célebre"
"celebration","celebração"
"celebratory","comemorativo"
"celebrity","celebridade"
"champion","campeão"
"champion","campeão"
"champ","champ"
"champion","campeão"
"charismatic","carismático"
"charitable","caridade"
"charitable","caridade"
"charity","caridade"
"charm","encanto"
"charm","encanto"
"charm","encanto"
"charming","charmoso"
"charming","charmoso"
"charmingly","encantadoramente"
"chaste","casto"
"cheer","alegria"
"cheer","alegria"
"cheery","alegre"
"cheerful","alegre"
"cherish","acalentar"
"cherished","acarinhados"
"cherub","querubim"
"chic","chique"
"chivalry","cavalheirismo"
"chivalrous","cavalheiresco"
"chum","chum"
"civility","civilidade"
"civilization","civilização"
"civilize","civilizar"
"civilize","civilizar"
"civil","Civil"
"clarity","clareza"
"classic","clássico"
"clean","limpo"
"cleanliness","limpeza"
"cleanse","limpar"
"clear","claro"
"clear-cut","clara"
"clearer","mais clara"
"clearer","mais clara"
"clearly","claramente"
"clever","inteligente"
"closeness","proximidade"
"closeness","proximidade"
"clout","influência"
"clout","influência"
"co-operation","cooperação"
"co-operation","cooperação"
"coax","coaxial"
"coddle","coddle"
"cogent","cogente"
"cohesive","coesa"
"cohere","cohere"
"coherence","coerência"
"coherence","coerência"
"coherent","coerente"
"cohesion","coesão"
"cohesive","coesa"
"colorful","colorido"
"colossal","colossal"
"comeback","comeback"
"comeback","comeback"
"comely","formoso"
"comfort","conforto"
"comfortable","confortável"
"comfortable","confortável"
"comfortably","confortavelmente"
"comforting","confortante"
"commend","recomendo"
"commendable","louvável"
"commendably","louvavelmente"
"commensurate","comensurável"
"commonsense","senso comum"
"commonsensible","commonsensible"
"commonsensibly","commonsensibly"
"commonsensical","commonsensical"
"commodious","cômoda"
"commitment","compromisso"
"commitment","compromisso"
"compact","compacta"
"compassion","compaixão"
"compassionate","compassivo"
"compatible","compatível"
"compatible","compatível"
"compelling","convincente"
"compelling","convincente"
"compensate","compensar"
"competent","competente"
"competence","competência"
"competency","competência"
"competitive","competitivo"
"competitive","competitivo"
"competitiveness","competitividade"
"complement","complemento"
"complement","complemento"
"compliant","compliant"
"compliant","compliant"
"compliment","elogio"
"complimentary","cortesia"
"comprehensive","abrangente"
"compromise","compromisso"
"compromise","compromisso"
"compromise","compromisso"
"compromises","compromissos"
"compromises","compromissos"
"comrades","camaradas"
"comrades","camaradas"
"conceivable","concebível"
"conceivable","concebível"
"conciliate","conciliar"
"conciliatory","conciliatória"
"conclusive","conclusiva"
"concrete","concreto"
"concur","concur"
"condone","toleram"
"conducive","conducente"
"conducive","conducente"
"confer","conferir"
"confidence","confiança"
"confidence","confiança"
"confident","confiante"
"confute","refutar"
"congenial","congenial"
"congratulate","felicito"
"congratulations","parabéns"
"congratulations","parabéns"
"congratulatory","congratulações"
"conquer","conquistar"
"conscience","consciência"
"conscientious","consciencioso"
"consensus","consenso"
"consent","consentimento"
"considerate","atencioso"
"consistent","consistente"
"console","consola"
"constancy","constância"
"constructive","construtivo"
"constructive","construtivo"
"constructive","construtivo"
"consummate","consumado"
"content","conteúdo"
"content","conteúdo"
"contentment","contentamento"
"continuity","continuidade"
"contribution","contribuição"
"contribution","contribuição"
"convenient","conveniente"
"convenient","conveniente"
"conveniently","convenientemente"
"conviction","convicção"
"conviction","convicção"
"convince","convencer"
"convincing","convincente"
"convincing","convincente"
"convincingly","convincentemente"
"cooperate","cooperar"
"cooperation","cooperação"
"cooperation","cooperação"
"cooperative","cooperativa"
"cooperatively","cooperativamente"
"cordial","cordial"
"cornerstone","pedra angular"
"cornerstone","pedra angular"
"correct","correto"
"correct","correto"
"correctly","corretamente"
"cost-effective","relação custo-benefício"
"cost-saving","de redução de custos"
"courage","coragem"
"courage","coragem"
"courageous","corajoso"
"courageously","corajosamente"
"courageousness","courageousness"
"court","tribunal"
"courteous","cortês"
"courtesy","cortesia"
"courtly","cortês"
"covenant","pacto"
"cozy","aconchegante"
"crave","anseiam"
"craving","desejo"
"creative","criativo"
"credence","credibilidade"
"credence","credibilidade"
"credible","credível"
"crisp","crisp"
"crusade","cruzada"
"crusade","cruzada"
"crusader","cruzado"
"cure-all","cura-tudo"
"cure-all","cura-tudo"
"curious","curioso"
"curiously","curiosamente"
"cute","bonito"
"dance","dança"
"dance","dança"
"dare","ousam"
"daring","ousada"
"daringly","ousadamente"
"darling","querida"
"dashing","arrojado"
"dauntless","destemido"
"dawn","madrugada"
"daydream","devaneio"
"daydreamer","sonhador"
"dazzle","deslumbramento"
"dazzled","deslumbrados"
"dazzling","deslumbrante"
"deal","negócio"
"dear","caro"
"decent","decente"
"decency","decência"
"decisive","decisivo"
"decisiveness","determinação"
"decisiveness","determinação"
"dedicated","dedicado"
"defend","defender"
"defender","defensor"
"defender","defensor"
"deference","deferência"
"defense","defesa"
"definite","definitiva"
"definitely","definitivamente"
"definitive","definitiva"
"definitive","definitiva"
"definitively","definitivamente"
"deflationary","deflacionária"
"deft","hábil"
"delectable","deleitável"
"delicacy","iguaria"
"delicate","delicado"
"delicious","delicioso"
"delight","prazer"
"delight","prazer"
"delighted","encantados"
"delightful","delicioso"
"delightful","delicioso"
"delightfully","deliciosamente"
"delightfulness","doçura"
"democratic","democrática"
"demystify","desmistificar"
"dependable","confiável"
"deserve","merecem"
"deserved","merecia"
"deservedly","merecidamente"
"deserving","merecedores"
"desirable","desejável"
"desire","desejo"
"desire","desejo"
"desire","desejo"
"desirous","desejosos"
"destine","destine"
"destined","destinado"
"destinies","destinos"
"destinies","destinos"
"destiny","destino"
"determination","determinação"
"determination","determinação"
"devote","dedicar"
"devoted","devotado"
"devotee","devoto"
"devotion","devoção"
"devout","devota"
"dexterity","destreza"
"dexterous","destro"
"dexterously","dexterously"
"dextrous","dextrous"
"dig","dig"
"dignified","digna"
"dignify","dignificar"
"dignity","dignidade"
"diligence","diligence"
"diligent","diligente"
"diligently","diligentemente"
"diplomatic","diplomática"
"diplomatic","diplomática"
"discerning","exigentes"
"discreet","discreto"
"discreet","discreto"
"discretion","discrição"
"discriminating","discriminante"
"discriminatingly","discriminatingly"
"distinct","distinta"
"distinction","distinção"
"distinctive","distintiva"
"distinctive","distintiva"
"distinctive","distintiva"
"distinguish","distinguir"
"distinguished","distinguidos"
"diversified","diversificada"
"divine","divina"
"divine","divina"
"divinely","divinamente"
"dodge","esquivar"
"dodge","esquivar"
"dote","dote"
"dotingly","carinhosamente"
"doubtless","sem dúvida"
"dream","sonhar"
"dream","sonhar"
"dream","sonhar"
"dreamland","terra dos sonhos"
"dreams","sonhos"
"dreams","sonhos"
"dreamy","sonhador"
"drive","unidade"
"driven","impulsionado"
"durable","durável"
"durability","durabilidade"
"dynamic","dinâmica"
"eager","ansioso"
"eagerly","avidamente"
"eagerness","ânsia"
"earnest","fervorosa"
"earnestly","fervorosamente"
"earnestness","seriedade"
"ease","facilidade"
"ease","facilidade"
"easier","mais fácil"
"easiest","mais fácil"
"easily","facilmente"
"easiness","facilidade"
"easy","fácil"
"easygoing","descontraído"
"ebullience","ebullience"
"ebullient","efervescente"
"ebulliently","efervescente"
"eclectic","eclética"
"economical","econômico"
"ecstasies","êxtases"
"ecstasy","ecstasy"
"ecstatic","extática"
"ecstatically","ecstatically"
"edify","edificam"
"educable","educável"
"educated","educados"
"educational","educacional"
"effective","eficaz"
"effectiveness","eficácia"
"effectual","eficaz"
"efficacious","eficaz"
"efficiency","eficiência"
"efficient","eficiente"
"effortless","sem esforço"
"effortlessly","sem esforço"
"effusion","efusão"
"effusive","efusiva"
"effusively","efusivamente"
"effusiveness","efusividade"
"egalitarian","igualitária"
"elan","elan"
"elate","elate"
"elated","exultante"
"elatedly","elatedly"
"elation","euforia"
"electrification","eletrificação"
"electrification","eletrificação"
"electrify","eletrificar"
"elegance","elegância"
"elegant","elegante"
"elegantly","elegantemente"
"elevate","elevar"
"elevated","elevada"
"eligible","elegíveis"
"elite","elite"
"eloquence","eloqüência"
"eloquent","eloqüente"
"eloquently","eloquentemente"
"emancipate","emancipar"
"embellish","embelezar"
"embolden","embolden"
"embrace","abraço"
"eminence","eminência"
"eminent","eminente"
"empower","capacitar"
"empowerment","empoderamento"
"enable","possibilitar"
"enchant","encantar"
"enchanted","encantada"
"enchanting","encantadora"
"enchantingly","enchantingly"
"encourage","encorajar"
"encouragement","incentivo"
"encouragement","incentivo"
"encouraging","encorajador"
"encouraging","encorajador"
"encouragingly","encorajando"
"endear","encarecer"
"endearing","cativante"
"endorse","endossar"
"endorsement","endosso"
"endorsement","endosso"
"endorser","endossante"
"endurable","suportável"
"endure","suportar"
"enduring","duradouro"
"energetic","energético"
"energetic","energético"
"energize","energizar"
"engaging","envolvente"
"engrossing","cativante"
"enhance","melhorar"
"enhanced","aprimorada"
"enhancement","aprimoramento"
"enjoy","desfrutar"
"enjoyable","agradável"
"enjoyably","enjoyably"
"enjoyment","fruição"
"enlighten","iluminar"
"enlightenment","iluminação"
"enliven","animar"
"ennoble","enobrecer"
"enrapt","enrapt"
"enrapture","arrebatar"
"enraptured","arrebatado"
"enrich","enriquecer"
"enrichment","enriquecimento"
"ensure","garantir"
"enterprising","empreendedora"
"entertain","entreter"
"entertaining","divertido"
"enthral","encantar"
"enthrall","encantar"
"enthralled","encantado"
"enthuse","entusiasmar"
"enthusiasm","entusiasmo"
"enthusiast","entusiasta"
"enthusiastic","entusiástico"
"enthusiastically","entusiasticamente"
"entice","seduzir"
"enticing","sedutora"
"enticingly","sedutoramente"
"entrance","entrada"
"entranced","em transe"
"entrancing","entrancing"
"entreat","rogar"
"entreatingly","entreatingly"
"entrust","Entrust"
"enviable","invejável"
"enviably","invejavelmente"
"envision","visionar"
"envisions","Envisions"
"envisions","Envisions"
"epic","épico"
"epitome","epítome"
"equality","igualdade"
"equality","igualdade"
"equitable","equitativo"
"erudite","erudita"
"essential","essencial"
"especially","especialmente"
"esteem","estima"
"esteem","estima"
"established","estabelecido"
"eternity","eternidade"
"eternity","eternidade"
"ethical","ética"
"eulogize","eulogize"
"euphoria","euforia"
"euphoric","eufórico"
"euphorically","euforicamente"
"even","mesmo"
"evenly","uniformemente"
"eventful","agitado"
"everlasting","eterna"
"evident","evidente"
"evidently","evidentemente"
"evocative","evocativa"
"exalt","exaltam"
"exalt","exaltam"
"exaltation","exaltação"
"exalted","exaltado"
"exaltedly","exaltadamente"
"exalting","exaltando"
"exaltingly","exaltingly"
"exceed","exceder"
"exceeding","superior"
"exceedingly","extremamente"
"excel","excel"
"excellence","excelência"
"excellency","Excelência"
"excellent","excelente"
"excellently","excelentemente"
"exceptional","excepcional"
"exceptionally","excepcionalmente"
"excite","excitar"
"excited","animado"
"excitedly","animadamente"
"excitedness","excitedness"
"excitement","emoção"
"exciting","emocionante"
"excitingly","emocionantemente"
"exclusive","exclusivo"
"excusable","desculpável"
"excusable","desculpável"
"excuse","desculpa"
"exemplar","exemplar"
"exemplary","exemplar"
"exhaustive","exaustiva"
"exhaustively","exaustivamente"
"exhilarate","exhilarate"
"exhilarating","emocionante"
"exhilaratingly","exhilaratingly"
"exhilaration","alegria"
"exonerate","exonerar"
"expansive","expansiva"
"experienced","experimentado"
"expert","especialista"
"expertly","habilmente"
"explicit","explícita"
"explicitly","explicitamente"
"expressive","expressiva"
"exquisite","requintado"
"exquisitely","requintadamente"
"extol","exaltar"
"extoll","extoll"
"extraordinarily","extraordinariamente"
"extraordinary","extraordinário"
"exuberance","exuberância"
"exuberant","exuberante"
"exuberantly","exuberantemente"
"exult","exultai"
"exultation","exultação"
"exultingly","exultantemente"
"fabulous","fabuloso"
"fabulously","fabulosamente"
"facilitate","facilitar"
"fair","feira"
"fair","feira"
"fairly","bastante"
"fairness","justiça"
"fairness","justiça"
"faith","fé"
"faith","fé"
"faithful","fiel"
"faithful","fiel"
"faithfully","fielmente"
"faithfulness","fidelidade"
"famed","famoso"
"fame","fama"
"famed","famoso"
"famous","famoso"
"famously","famosamente"
"fancy","fantasia"
"fancy","fantasia"
"fanfare","fanfarra"
"fanfare","fanfarra"
"fantastic","fantástico"
"fantastically","fantasticamente"
"fantasy","fantasia"
"fantasy","fantasia"
"farsighted","previdente"
"fascinate","fascinam"
"fascinating","fascinante"
"fascinatingly","fascinatingly"
"fascination","fascínio"
"fashionable","moda"
"fashionably","moda"
"fast-growing","crescimento rápido"
"fast-paced","acelerado"
"fastest-growing","que mais cresce"
"fathom","braça"
"favor","favorecer"
"favor","favorecer"
"favor","favorecer"
"favorable","favorável"
"favorable","favorável"
"favored","favoreceram"
"favorite","favorito"
"favour","favorecer"
"fearless","fearless"
"fearlessly","sem medo"
"feasible","viável"
"feasibly","viabilizar"
"feat","façanha"
"featly","featly"
"feisty","mal-humorada"
"feisty","mal-humorada"
"felicitate","felicitate"
"felicitous","afortunada"
"felicity","Felicity"
"fertile","fértil"
"fertile","fértil"
"fervent","fervorosa"
"fervently","fervorosamente"
"fervid","fervid"
"fervidly","fervidly"
"fervor","fervor"
"festive","festivo"
"fidelity","fidelidade"
"fiery","ardente"
"fine","multa"
"finely","finamente"
"first-class","primeira classe"
"first-rate","primeira taxa"
"fit","caber"
"fitting","montagem"
"flair","flair"
"flame","chama"
"flame","chama"
"flatter","alisador"
"flattering","lisonjeiro"
"flatteringly","flatteringly"
"flawless","impecável"
"flawlessly","perfeição"
"flexible","flexível"
"flourish","florescer"
"flourishing","florescente"
"fluent","fluentes"
"fond","Apaixonado"
"fondly","com carinho"
"fondness","carinho"
"foolproof","infalível"
"foremost","lugar"
"foresight","previsão"
"forgave","perdoou"
"forgive","perdoar"
"forgiven","perdoado"
"forgiveness","perdão"
"forgiving","perdoando"
"forgivingly","forgivingly"
"fortitude","fortaleza"
"fortuitous","fortuito"
"fortuitously","fortuitamente"
"fortunate","sorte"
"fortunate","sorte"
"fortunately","felizmente"
"fortune","fortuna"
"fortune","fortuna"
"fragrant","perfumado"
"frank","frank"
"free","livre"
"freedom","liberdade"
"freedom","liberdade"
"freedoms","liberdades"
"freedoms","liberdades"
"fresh","fresco"
"friend","amigo"
"friend","amigo"
"friendliness","simpatia"
"friendliness","simpatia"
"friendly","amigável"
"friends","amigos"
"friends","amigos"
"friendship","amizade"
"friendship","amizade"
"frolic","Frolic"
"fruitful","frutífero"
"fulfillment","cumprimento"
"fulfillment","cumprimento"
"full-fledged","de pleno direito"
"fun","diversão"
"functional","funcional"
"funny","engraçado"
"funny","engraçado"
"gaiety","alegria"
"gaily","alegremente"
"gain","ganho"
"gain","ganho"
"gainful","remunerado"
"gainfully","remunerado"
"gallant","galante"
"gallantly","galantemente"
"galore","Fartura"
"gem","gem"
"gem","gem"
"gems","gemas"
"gems","gemas"
"generosity","generosidade"
"generous","generoso"
"generously","generosamente"
"genial","genial"
"genius","gênio"
"gentle","suave"
"genuine","genuíno"
"germane","germane"
"giddy","vertiginoso"
"gifted","gifted"
"glad","feliz"
"gladden","alegrar"
"gladly","de bom grado"
"gladness","alegria"
"glamorous","glamourosa"
"glee","glee"
"gleeful","alegre"
"gleefully","alegremente"
"glimmer","vislumbre"
"glimmer","vislumbre"
"glimmer","vislumbre"
"glimmering","vislumbre"
"glisten","brilham"
"glisten","brilham"
"glistening","reluzente"
"glitter","Glitter"
"glitter","Glitter"
"glorify","glorificar"
"glorious","gloriosa"
"gloriously","gloriosamente"
"glory","glória"
"glory","glória"
"glossy","glossy"
"glow","brilham"
"glowing","brilhando"
"glowingly","glowingly"
"go-ahead","ir à frente"
"go-ahead","ir à frente"
"god-given","deus-determinado"
"godlike","divino"
"gold","ouro"
"golden","dourado"
"good","boa"
"goodly","formosas"
"goodness","bondade"
"goodwill","goodwill"
"goodwill","goodwill"
"gorgeous","lindo"
"gorgeously","maravilhosamente"
"grace","graça"
"graceful","graciosa"
"gracefully","graciosamente"
"gracious","gracioso"
"graciously","graciosamente"
"graciousness","graciosidade"
"grail","graal"
"grail","graal"
"grand","grande"
"grandeur","grandeza"
"grateful","grato"
"grateful","grato"
"gratefully","agradecida"
"gratification","gratificação"
"gratify","gratificar"
"gratifying","gratificante"
"gratifyingly","gratifyingly"
"gratitude","gratidão"
"gratitude","gratidão"
"great","grande"
"greatest","maior"
"greatness","grandeza"
"greet","cumprimentá"
"grin","sorriso"
"grit","grit"
"grit","grit"
"groove","sulco"
"groundbreaking","inovador"
"groundbreaking","inovador"
"guarantee","garantia"
"guarantee","garantia"
"guardian","guardian"
"guidance","orientação"
"guidance","orientação"
"guiltless","sem culpa"
"gush","jorro"
"gumption","bom senso"
"gusto","gusto"
"gutsy","valente"
"hail","granizo"
"halcyon","Halcyon"
"hale","Hale"
"hallowed","santificado"
"handily","com folga"
"handsome","bonito"
"handy","acessível"
"hanker","Hanker"
"happily","feliz"
"happiness","felicidade"
"happy","feliz"
"hard-working","trabalhador"
"hardier","hardier"
"hardier","hardier"
"hardy","Hardy"
"harmless","inofensivo"
"harmonious","harmoniosa"
"harmoniously","harmoniosamente"
"harmonize","harmonizar"
"harmony","harmonia"
"harmony","harmonia"
"haven","haven"
"headway","avançar"
"heady","inebriante"
"heal","curar"
"healthful","saudável"
"healthy","saudável"
"healthy","saudável"
"heart","coração"
"hearten","hearten"
"heartening","animador"
"heartfelt","sincera"
"heartily","cordialmente"
"heartwarming","reconfortante"
"heaven","céu"
"heavenly","celestial"
"help","ajuda"
"help","ajuda"
"help","ajuda"
"helpful","útil"
"herald","arauto"
"hero","herói"
"heroic","heróico"
"heroic","heróico"
"heroically","heroicamente"
"heroine","heroína"
"heroize","heroize"
"heros","heros"
"high-quality","de alta qualidade"
"highlight","destaque"
"highlight","destaque"
"hilarious","hilário"
"hilariously","hilariously"
"hilariousness","hilariousness"
"hilarity","hilaridade"
"historic","histórico"
"holy","santo"
"homage","homenagem"
"honest","honesto"
"honest","honesto"
"honestly","honestamente"
"honesty","honestidade"
"honesty","honestidade"
"honeymoon","lua de mel"
"honor","honra"
"honor","honra"
"honor","honra"
"honorable","honrosa"
"hope","Esperamos"
"hope","Esperamos"
"hope","Esperamos"
"hopeful","esperançoso"
"hopefully","esperemos"
"hopefulness","esperança"
"hopes","esperanças"
"hopes","esperanças"
"hospitable","hospitaleiro"
"hot","quente"
"hug","abraço"
"hug","abraço"
"humane","humana"
"humane","humana"
"humanists","humanistas"
"humanists","humanistas"
"humanity","humanidade"
"humankind","humanidade"
"humble","humilde"
"humility","humildade"
"humor","humor"
"humorous","Bem humorado"
"humorously","humoristicamente"
"humour","humor"
"humour","humor"
"humourous","cómico"
"ideal","ideal"
"ideal","ideal"
"idealism","idealismo"
"idealist","idealista"
"idealize","idealizar"
"ideally","idealmente"
"idol","ídolo"
"idol","ídolo"
"idolize","idolatrar"
"idolized","idolatrado"
"idyllic","idílico"
"illuminate","iluminar"
"illuminati","illuminati"
"illuminati","illuminati"
"illuminating","iluminando"
"illumine","iluminar"
"illustrious","ilustre"
"imaginative","imaginativo"
"immaculate","imaculada"
"immaculately","imaculadamente"
"impartial","imparcial"
"impartiality","imparcialidade"
"impartially","imparcialmente"
"impassioned","apaixonado"
"impeccable","impecável"
"impeccably","impecavelmente"
"impel","impelir"
"imperial","imperial"
"imperturbable","imperturbável"
"impervious","impermeável"
"impetus","ímpeto"
"importance","importância"
"important","importante"
"importantly","importante"
"impregnable","inexpugnável"
"impress","impressionar"
"impression","impressão"
"impression","impressão"
"impressions","impressões"
"impressions","impressões"
"impressive","impressionante"
"impressively","impressionantemente"
"impressiveness","impressiveness"
"improving","melhorar"
"improve","melhorar"
"improved","melhorou"
"improvement","melhoria"
"improvise","improvisar"
"inalienable","inalienável"
"incisive","incisivo"
"incisively","incisivamente"
"incisiveness","incisiveness"
"inclination","inclinação"
"inclination","inclinação"
"inclinations","inclinações"
"inclined","inclinado"
"inclusive","inclusiva"
"incontestable","incontestável"
